comp_name	index	attr_name	attr_type	note
EconomyPrefab	19	m_TouristInitialWealthOffset	System.Int32	The offset value for the initial wealth of tourists when they spawn in the city.
EconomyPrefab	20	m_WorkDayStart	System.Single	~The schedule when a citizen goes to work.

Note: The 24h day is placed between the values 0 and 1, where 0 means 00.00 (aka start of the day) and 1 means 24:00 (aka the end of the day).

Example: Workday start (0.35) therefore means approximately 7:00 o’clock.~
EconomyPrefab	21	m_WorkDayEnd	System.Single	~The schedule when a citizen goes back home from work.

Note: The 24h day is placed between the values 0 and 1, where 0 means 00.00 (aka start of the day) and 1 means 24:00 (aka the end of the day).

Example: Workday start (0.35) therefore means approximately 7:00 o’clock.~
EconomyPrefab	22	m_IndustrialEfficiency	System.Single	~Global industrial Efficiency balancing value.

Efficiency affects industrial production rate.~
EconomyPrefab	23	m_CommercialEfficiency	System.Single	~Global commercial Efficiency balancing value.

Efficiency affects commercial service rate.~
EconomyPrefab	24	m_ExtractorEfficiency	System.Single	~Global specialized industry Efficiency balancing value.

Efficiency affects the extractors’ production rate.~
EconomyPrefab	25	m_OfficeResourceConsumedPerIndustrialUnit	System.Int32	Cost how many office resources to produce one unit of industrial resource
EconomyPrefab	26	m_TrafficReduction	System.Single	~Global value to control how much traffic moves in the city.

Note: Higher value means more vehicles.Lower value means less vehicles and citizens doing their shopping “online”, so that the resources they buy are teleported to their households without them visiting the shops.~
EconomyPrefab	27	m_MaxCitySpecializationBonus	System.Single	~The maximum value the City Specialization Bonus can reach in the building’s Efficiency calculation.

City Specialization Bonus affects the zoned buildings’ Efficiency.~
EconomyPrefab	28	m_ResourceProductionCoefficient	System.Int32	City Specialization Bonus resource production coefficient that related to how many production can tend to max bonus [prod/(prod+coefficient) * max]
EconomyPrefab	29	m_MixedBuildingCompanyRentPercentage	System.Single	The percentage value of how much a commercial company contributes to the Rent payments of a mixed housing building.
EconomyPrefab	30	m_LandValueModifier	Unity.Mathematics.float3	~Multiplier to the Land Value’s effect on different zones’ Rent. The Land Value value within the building’s lot is multiplied by the appropriate modifier.

X: Residential Land Value modifier
Y: Commercial Land Value modifier
Z: Industrial / Office Land Value modifier~
EconomyPrefab	31	m_RentPriceBuildingZoneTypeBase	Unity.Mathematics.float3	~ZoneType value in the Rent calculation formula.

Rent formula: (LandValue + (ZoneType * Building Level)) * LotSize * SpaceMultiplier

X: Residential ZoneType
Y: Commercial ZoneType
Z: Industrial/Office ZoneType~
EconomyPrefab	32	m_ResidentialUpkeepLevelExponent	System.Single	~Controls the Rent curve per building level.

Residential Building's final upkeep is calculated by upkeep multiply with the building level's exponent, higher level has higher upkeep~
EconomyPrefab	33	m_CommercialUpkeepLevelExponent	System.Single	~Controls the Rent curve per building level.

Commercial Building's final upkeep is calculated by upkeep multiply with the building level's exponent, higher level has higher upkeep~
EconomyPrefab	34	m_IndustrialUpkeepLevelExponent	System.Single	~Controls the Rent curve per building level.

Industrial Building's final upkeep is calculated by upkeep multiply with the building level's exponent, higher level has higher upkeep~
EconomyPrefab	35	m_PerOfficeResourceNeededForIndustrial	System.Int32	~A balancing value for Office zone demand based on Industrial zone production of resource units.

When the Office zone is unlocked, industrial production starts to affect the Office demand so that a set amount of industrial resources being produced “require” a set amount of Office resources such as Software, Banking etc.

Example: The value of 2000 means that 2000 units of industrial resources produced affects the demand for offices by “requiring” 1 unit of office resources being produced.~
EconomyPrefab	36	m_UnemploymentAllowanceMaxDays	System.Single	~The number of days a citizen can receive unemployment benefit.

Once they stop receiving the benefit and haven’t found a new job, they either move out of the city or become homeless.~
EconomyPrefab	37	m_ShopPossibilityIncreaseDivider	System.Int32	~A balancing value used to divide all of the household’s resources to determine the probability of the household’s next shopping action.

Note: The lower the value after the division, the higher the chance that the household will perform a shopping action.~
EconomyPrefab	38	m_PlayerStartMoney	System.Int32	The money the player receives at the start of a new city.
EconomyPrefab	39	m_BuildRefundPercentage	Unity.Mathematics.float3	The building refund percentage of the build cost,x,y,z match the timer range's x,y,z
EconomyPrefab	40	m_BuildRefundTimeRange	Unity.Mathematics.float3	The building refund time range,x,y,z match the refund percentage's x,y,z, unit is game day, 0.5 means half a game day, 1 means 1 game day
EconomyPrefab	41	m_RelocationCostMultiplier	System.Single	The building relocation cost multiplier.
EconomyPrefab	42	m_RoadRefundPercentage	Unity.Mathematics.float3	The road refund percentage of the build cost,x,y,z match the timer range's x,y,z
EconomyPrefab	43	m_RoadRefundTimeRange	Unity.Mathematics.float3	The road refund time range,x,y,z match the refund percentage's x,y,z, unit is game day, 0.5 means half a game day, 1 means 1 game day
EconomyPrefab	44	m_TreeCostMultipliers	Unity.Mathematics.int3	Age multiplier for the sapling construction cost defined in the tree prefabs (x: Young, y: Mature, z: Elderly)
EconomyPrefab	45	m_MapTileUpkeepCostMultiplier	UnityEngine.AnimationCurve	The map tile's upkeep multiplier which based on the map tile's cost.
EconomyPrefab	46	m_LoanMinMaxInterestRate	Unity.Mathematics.float2	Min max loan interest rate
EconomyPrefab	47	m_ProfitabilityRange	Unity.Mathematics.int2	Profit range (X to Y) for mapping profitability to building color. Profit equal to min results in color 0, max results in color 255. X must less than 0 and Y must greater than 0
EditorAssetCategoryOverride	0			
EditorAssetCategoryOverride	1	m_IncludeCategories	System.String[]	
EditorAssetCategoryOverride	2	m_ExcludeCategories	System.String[]	
EditorContainer	0			
EditorWaterConfigurationPrefab	0			
EditorWaterConfigurationPrefab	1	m_WaterInfoview	Game.Prefabs.InfoviewPrefab	
EditorWaterConfigurationPrefab	2	m_WaterFlowInfo	Game.Prefabs.InfomodeInfo	
EducationPrefab	0			
EducationPrefab	1	m_EducationServicePrefab	Game.Prefabs.PrefabBase	
EducationPrefab	2	m_InoperableSchoolLeaveProbability	System.Single	Probability that a student leaves a disabled school (1024 rolls per day)
EducationPrefab	3	m_EnterHighSchoolProbability	System.Single	Probability that a student enter the high school
EducationPrefab	4	m_AdultEnterHighSchoolProbability	System.Single	Probability for adult to enter the high school
EducationPrefab	5	m_WorkerContinueEducationProbability	System.Single	Probability for worker to enter the high school
EducationStatistic	0			
EducationStatistic	1	m_Levels	Game.Prefabs.EducationLevelInfo[]	
EducationStatistic	2	m_Category	Game.Prefabs.UIStatisticsCategoryPrefab	
EducationStatistic	3	m_Group	Game.Prefabs.UIStatisticsGroupPrefab	
EducationStatistic	4	m_StatisticsType	Game.City.StatisticType	
EducationStatistic	5	m_CollectionType	Game.City.StatisticCollectionType	
EducationStatistic	6	m_UnitType	Game.City.StatisticUnitType	
EducationStatistic	7	m_Color	UnityEngine.Color	
EducationStatistic	8	m_Stacked	System.Boolean	
EffectColor	0			
EffectColor	1	m_Source	Game.Prefabs.EffectColorSource	
EffectColor	2	m_HueRandomness	System.Single	
EffectColor	3	m_SaturationRandomness	System.Single	
EffectColor	4	m_BrightnessRandomness	System.Single	
EffectPrefab	0			
EffectPrefab	1	m_Conditions	Game.Prefabs.EffectCondition	
EffectPrefab	2	m_DisableDistanceCulling	System.Boolean	
EffectRangeInfomodePrefab	0			
EffectRangeInfomodePrefab	1	m_Type	Game.Buildings.LocalModifierType	
EffectRangeInfomodePrefab	2	m_Color	UnityEngine.Color	
EffectRangeInfomodePrefab	3	m_IncludeInGroups	Game.Prefabs.InfomodeGroupPrefab[]	
EffectRangeInfomodePrefab	4	m_Priority	System.Int32	
EffectRangeInfomodePrefab	5	editor	System.Boolean	
EffectSource	0			
EffectSource	1	m_Effects	System.Collections.Generic.List`1[Game.Prefabs.EffectSource+EffectSettings]	
EffectSource	2	m_AnimationCurves	System.Collections.Generic.List`1[Game.Prefabs.EffectSource+AnimationProperties]	
ElectricityConnection	0			
ElectricityConnection	1	m_Voltage	Game.Prefabs.ElectricityConnection+Voltage	
ElectricityConnection	2	m_Direction	Game.Net.FlowDirection	
ElectricityConnection	3	m_Capacity	System.Int32	
ElectricityConnection	4	m_RequireAll	Game.Prefabs.NetPieceRequirements[]	
ElectricityConnection	5	m_RequireAny	Game.Prefabs.NetPieceRequirements[]	
ElectricityConnection	6	m_RequireNone	Game.Prefabs.NetPieceRequirements[]	
ElectricityConnectionGlobalMode	0			
ElectricityConnectionGlobalMode	1	m_CapacityMultiplier	System.Single	
ElectricityOutsideConnection	0			
ElectricityParametersMode	0			
ElectricityParametersMode	1	m_InitialBatteryCharge	System.Single	
ElectricityParametersMode	2	m_TemperatureConsumptionMultiplier	UnityEngine.AnimationCurve	
ElectricityParametersMode	3	m_CloudinessSolarPenalty	System.Single	
ElectricityParametersPrefab	0			
ElectricityParametersPrefab	1	m_InitialBatteryCharge	System.Single	Initial charge of batteries
ElectricityParametersPrefab	2	m_TemperatureConsumptionMultiplier	UnityEngine.AnimationCurve	Correlation between temperature (in °C) and electricity consumption
ElectricityParametersPrefab	3	m_CloudinessSolarPenalty	System.Single	How much solar power plant electricity output is reduced when it is cloudy
ElectricityParametersPrefab	4	m_ElectricityServicePrefab	Game.Prefabs.ServicePrefab	
ElectricityParametersPrefab	5	m_ElectricityNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	6	m_LowVoltageNotConnectedPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	7	m_HighVoltageNotConnectedPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	8	m_BottleneckNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	9	m_BuildingBottleneckNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	10	m_NotEnoughProductionNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	11	m_TransformerNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	12	m_NotEnoughConnectedNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	13	m_BatteryEmptyNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
ElectricityParametersPrefab	14	m_ElectricityAssetMenuPrefab	Game.Prefabs.UIAssetMenuPrefab	
EmergencyGenerator	0			
EmergencyGenerator	1	m_ElectricityProduction	System.Int32	
EmergencyGenerator	2	m_ActivationThreshold	Colossal.Mathematics.Bounds1	The emergency generator is activated when the charge drops below Min. It it disabled again when the charge reaches Max.
EmergencyShelter	0			
EmergencyShelter	1	m_ShelterCapacity	System.Int32	
EmergencyShelter	2	m_VehicleCapacity	System.Int32	
EmissiveProperties	0			
EmissiveProperties	1	m_SingleLights	System.Collections.Generic.List`1[Game.Prefabs.EmissiveProperties+SingleLightMapping]	
EmissiveProperties	2	m_MultiLights	System.Collections.Generic.List`1[Game.Prefabs.EmissiveProperties+MultiLightMapping]	
EmissiveProperties	3	m_AnimationCurves	System.Collections.Generic.List`1[Game.Prefabs.EmissiveProperties+AnimationProperties]	
EmissiveProperties	4	m_SignalGroupAnimations	System.Collections.Generic.List`1[Game.Prefabs.EmissiveProperties+SignalGroupAnimation]	
EnclosedArea	0			
EnclosedArea	1	m_BorderLaneType	Game.Prefabs.NetLanePrefab	
EnclosedArea	2	m_CounterClockWise	System.Boolean	
EventAchievementComponent	0			
EventAchievementComponent	1	m_Achievements	Game.Prefabs.EventAchievementComponent+EventAchievementSetup[]	
EventPrefab	0			
EventPrefab	1	m_ConcurrentLimit	System.Int32	
ExpenseStatistic	0			
ExpenseStatistic	1	m_Expenses	Game.Prefabs.ExpenseSourceInfo[]	
ExpenseStatistic	2	m_Category	Game.Prefabs.UIStatisticsCategoryPrefab	
ExpenseStatistic	3	m_Group	Game.Prefabs.UIStatisticsGroupPrefab	
ExpenseStatistic	4	m_StatisticsType	Game.City.StatisticType	
ExpenseStatistic	5	m_CollectionType	Game.City.StatisticCollectionType	
ExpenseStatistic	6	m_UnitType	Game.City.StatisticUnitType	
ExpenseStatistic	7	m_Color	UnityEngine.Color	
ExpenseStatistic	8	m_Stacked	System.Boolean	
ExtractorArea	0			
ExtractorArea	1	m_MapFeature	Game.Areas.MapFeature	
ExtractorArea	2	m_ObjectSpawnFactor	System.Single	Spawned object surface area per extracted resource amount
ExtractorArea	3	m_MaxObjectArea	System.Single	Maximum object surface area proportion of total extractor area
ExtractorArea	4	m_RequireNaturalResource	System.Boolean	Determines whether or not producing this resource requires a set Natural Resource; Fertile Land, Forest, Ore, Oil
ExtractorArea	5	m_WorkAmountFactor	System.Single	The work vehicle spawn factor that multiply to extractor company's work amount
ExtractorCompany	0			
ExtractorFacility	0			
ExtractorFacility	1	m_RotationRange	Colossal.Mathematics.Bounds1	
ExtractorFacility	2	m_HeightOffset	Colossal.Mathematics.Bounds1	
ExtractorFacility	3	m_RouteNeeded	System.Boolean	
ExtractorFacility	4	m_NetNeeded	System.Boolean	
ExtractorParameterPrefab	0			
ExtractorParameterPrefab	1	m_FertilityConsumption	System.Single	How much of the fertility resource is consumed per produced agricultural unit
ExtractorParameterPrefab	2	m_FishConsumption	System.Single	How much of the fish resource is consumed per produced aquacultural unit
ExtractorParameterPrefab	3	m_OreConsumption	System.Single	How much ore can be extracted before efficiency drops to 1/2.71th of the original
ExtractorParameterPrefab	4	m_ForestConsumption	System.Single	How much of the forest resource is consumed per produced wood unit
ExtractorParameterPrefab	5	m_OilConsumption	System.Single	How much oil can be extracted before efficiency drops to 1/2.71th of the original
ExtractorParameterPrefab	6	m_FullFertility	System.Single	If the resource concentration goes under this limit, the productivity starts to drop
ExtractorParameterPrefab	7	m_FullFish	System.Single	If the resource concentration goes under this limit, the productivity starts to drop
ExtractorParameterPrefab	8	m_FullOre	System.Single	If the resource concentration goes under this limit, the productivity starts to drop
ExtractorParameterPrefab	9	m_FullOil	System.Single	If the resource concentration goes under this limit, the productivity starts to drop
FeaturePrefab	0			
FeedbackConfigurationPrefab	0			
FeedbackConfigurationPrefab	1	m_HappyFaceNotification	Game.Prefabs.NotificationIconPrefab	
FeedbackConfigurationPrefab	2	m_SadFaceNotification	Game.Prefabs.NotificationIconPrefab	
FeedbackConfigurationPrefab	3	m_GarbageProducerGarbageFactor	System.Single	
FeedbackConfigurationPrefab	4	m_GarbageVehicleFactor	System.Single	
FeedbackConfigurationPrefab	5	m_HospitalAmbulanceFactor	System.Single	
FeedbackConfigurationPrefab	6	m_HospitalHelicopterFactor	System.Single	
FeedbackConfigurationPrefab	7	m_HospitalCapacityFactor	System.Single	
FeedbackConfigurationPrefab	8	m_DeathcareHearseFactor	System.Single	
FeedbackConfigurationPrefab	9	m_DeathcareCapacityFactor	System.Single	
FeedbackConfigurationPrefab	10	m_DeathcareProcessingFactor	System.Single	
FeedbackConfigurationPrefab	11	m_ElectricityConsumptionFactor	System.Single	
FeedbackConfigurationPrefab	12	m_ElectricityProductionFactor	System.Single	
FeedbackConfigurationPrefab	13	m_TransformerRadius	System.Single	
FeedbackConfigurationPrefab	14	m_WaterConsumptionFactor	System.Single	
FeedbackConfigurationPrefab	15	m_WaterCapacityFactor	System.Single	
FeedbackConfigurationPrefab	16	m_WaterConsumerSewageFactor	System.Single	
FeedbackConfigurationPrefab	17	m_SewageCapacityFactor	System.Single	
FeedbackConfigurationPrefab	18	m_TransportVehicleCapacityFactor	System.Single	
FeedbackConfigurationPrefab	19	m_TransportDispatchCenterFactor	System.Single	
FeedbackConfigurationPrefab	20	m_TransportStationRange	System.Single	
FeedbackConfigurationPrefab	21	m_TransportStopRange	System.Single	
FeedbackConfigurationPrefab	22	m_MailProducerMailFactor	System.Single	
FeedbackConfigurationPrefab	23	m_PostFacilityVanFactor	System.Single	
FeedbackConfigurationPrefab	24	m_PostFacilityTruckFactor	System.Single	
FeedbackConfigurationPrefab	25	m_PostFacilityCapacityFactor	System.Single	
FeedbackConfigurationPrefab	26	m_PostFacilityProcessingFactor	System.Single	
FeedbackConfigurationPrefab	27	m_TelecomCapacityFactor	System.Single	
FeedbackConfigurationPrefab	28	m_ElementarySchoolCapacityFactor	System.Single	
FeedbackConfigurationPrefab	29	m_HighSchoolCapacityFactor	System.Single	
FeedbackConfigurationPrefab	30	m_CollegeCapacityFactor	System.Single	
FeedbackConfigurationPrefab	31	m_UniversityCapacityFactor	System.Single	
FeedbackConfigurationPrefab	32	m_ParkingFacilityRange	System.Single	
FeedbackConfigurationPrefab	33	m_MaintenanceVehicleFactor	System.Single	
FeedbackConfigurationPrefab	34	m_FireStationEngineFactor	System.Single	
FeedbackConfigurationPrefab	35	m_FireStationHelicopterFactor	System.Single	
FeedbackConfigurationPrefab	36	m_CrimeProducerCrimeFactor	System.Single	
FeedbackConfigurationPrefab	37	m_PoliceStationCarFactor	System.Single	
FeedbackConfigurationPrefab	38	m_PoliceStationHelicopterFactor	System.Single	
FeedbackConfigurationPrefab	39	m_PoliceStationCapacityFactor	System.Single	
FeedbackConfigurationPrefab	40	m_PrisonVehicleFactor	System.Single	
FeedbackConfigurationPrefab	41	m_PrisonCapacityFactor	System.Single	
FeedbackConfigurationPrefab	42	m_GroundPollutionFactor	System.Single	
FeedbackConfigurationPrefab	43	m_AirPollutionFactor	System.Single	
FeedbackConfigurationPrefab	44	m_NoisePollutionFactor	System.Single	
FeedbackConfigurationPrefab	45	m_GroundPollutionRadius	System.Single	
FeedbackConfigurationPrefab	46	m_AirPollutionRadius	System.Single	
FeedbackConfigurationPrefab	47	m_NoisePollutionRadius	System.Single	
FeedbackConfigurationPrefab	48	m_AttractivenessFactor	System.Single	
FeedbackConfigurationPrefab	49	m_LocalModifierFactors	System.Single[]	
FeedbackConfigurationPrefab	50	m_CityModifierFactors	System.Single[]	
FencePrefab	0			
FencePrefab	1	m_Sections	Game.Prefabs.NetSectionInfo[]	
FencePrefab	2	m_EdgeStates	Game.Prefabs.NetEdgeStateInfo[]	
FencePrefab	3	m_NodeStates	Game.Prefabs.NetNodeStateInfo[]	
FencePrefab	4	m_MaxSlopeSteepness	System.Single	
FencePrefab	5	m_AggregateType	Game.Prefabs.AggregateNetPrefab	
FencePrefab	6	m_StyleType	Game.Prefabs.GroupPrefab	
FencePrefab	7	m_InvertMode	Game.Prefabs.CompositionInvertMode	
Fire	0			
Fire	1	m_RandomTargetType	Game.Prefabs.EventTargetType	
Fire	2	m_StartProbability	System.Single	
Fire	3	m_StartIntensity	System.Single	
Fire	4	m_EscalationRate	System.Single	
Fire	5	m_SpreadProbability	System.Single	
Fire	6	m_SpreadRange	System.Single	
FireConfigurationPrefab	0			
FireConfigurationPrefab	1	m_FireNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
FireConfigurationPrefab	2	m_BurnedDownNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
FireConfigurationPrefab	3	m_DefaultStructuralIntegrity	System.Single	
FireConfigurationPrefab	4	m_BuildingStructuralIntegrity	System.Single	
FireConfigurationPrefab	5	m_StructuralIntegrityLevel1	System.Single	
FireConfigurationPrefab	6	m_StructuralIntegrityLevel2	System.Single	
FireConfigurationPrefab	7	m_StructuralIntegrityLevel3	System.Single	
FireConfigurationPrefab	8	m_StructuralIntegrityLevel4	System.Single	
FireConfigurationPrefab	9	m_StructuralIntegrityLevel5	System.Single	
FireConfigurationPrefab	10	m_ResponseTimeRange	Colossal.Mathematics.Bounds1	
FireConfigurationPrefab	11	m_TelecomResponseTimeModifier	System.Single	
FireConfigurationPrefab	12	m_DarknessResponseTimeModifier	System.Single	
FireConfigurationPrefab	13	m_TemperatureForestFireHazard	UnityEngine.AnimationCurve	
FireConfigurationPrefab	14	m_NoRainForestFireHazard	UnityEngine.AnimationCurve	
FireConfigurationPrefab	15	m_DeathRateOfFireAccident	System.Single	
FireEngine	0			
FireEngine	1	m_ExtinguishingRate	System.Single	
FireEngine	2	m_ExtinguishingSpread	System.Single	
FireEngine	3	m_ExtinguishingCapacity	System.Single	
FireEngine	4	m_DestroyedClearDuration	System.Single	
FireMode	0			
FireMode	1	m_ModeDatas	Game.Prefabs.Modes.FireMode+ModeData[]	
FireStation	0			
FireStation	1	m_FireEngineCapacity	System.Int32	
FireStation	2	m_FireHelicopterCapacity	System.Int32	
FireStation	3	m_DisasterResponseCapacity	System.Int32	
FireStation	4	m_VehicleEfficiency	System.Single	
FirewatchTower	0			
FloatingObject	0			
FloatingObject	1	m_FloatingOffset	System.Single	
FloatingObject	2	m_FixedToBottom	System.Boolean	
FloatingObject	3	m_AllowDryland	System.Boolean	
FlyingAnimal	0			
FlyingAnimal	1	m_FlySpeed	System.Single	
FlyingAnimal	2	m_FlyHeight	Colossal.Mathematics.Bounds1	
FogProperties	0			
FogProperties	1	m_AttenuationDistance	UnityEngine.Rendering.MinFloatParameter	
FogProperties	2	m_BaseHeight	UnityEngine.Rendering.FloatParameter	
FogProperties	3	m_MaximumHeight	UnityEngine.Rendering.FloatParameter	
FogProperties	4	m_MaxFogDistance	UnityEngine.Rendering.MinFloatParameter	
FogProperties	5	m_Tint	UnityEngine.Rendering.ColorParameter	
FogProperties	6	m_InterpolationMode	Game.Prefabs.Climate.OverrideablePropertiesComponent+InterpolationMode	
FogProperties	7	m_InterpolationTime	System.Single	
ForceTutorialCompletion	0			
ForceUIGroupUnlock	0			
ForceUIGroupUnlock	1	m_Unlocks	Game.Prefabs.UIGroupPrefab[]	UIGroups listed here will unlock whenever this prefab unlocks, regardless if their own unlock requirements have been met.
ForceUnlockRequirement	0			
ForceUnlockRequirement	1	m_Prefab	Game.Prefabs.PrefabBase	
GameModeInfoPrefab	0			
GameModeInfoPrefab	1	m_ModeSetting	Game.Prefabs.Modes.ModeSetting	
GameModeInfoPrefab	2	m_Image	System.String	
GameModeInfoPrefab	3	m_DecorateImage	System.String	
GameModeInfoPrefab	4	m_Descriptions	Game.Prefabs.Modes.GameModeRule[]	
GarbageFacility	0			
GarbageFacility	1	m_GarbageCapacity	System.Int32	
GarbageFacility	2	m_VehicleCapacity	System.Int32	
GarbageFacility	3	m_TransportCapacity	System.Int32	
GarbageFacility	4	m_ProcessingSpeed	System.Int32	
GarbageFacility	5	m_IndustrialWasteOnly	System.Boolean	
GarbageFacility	6	m_LongTermStorage	System.Boolean	
GarbagePowered	0			
GarbagePowered	1	m_ProductionPerUnit	System.Single	
GarbagePowered	2	m_Capacity	System.Int32	
GarbagePrefab	0			
GarbagePrefab	1	m_GarbageServicePrefab	Game.Prefabs.ServicePrefab	
GarbagePrefab	2	m_GarbageNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
GarbagePrefab	3	m_FacilityFullNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
GarbagePrefab	4	m_HomelessGarbageProduce	System.Int32	The garbage produce amount of homeless
GarbagePrefab	5	m_CollectionGarbageLimit	System.Int32	
GarbagePrefab	6	m_RequestGarbageLimit	System.Int32	
GarbagePrefab	7	m_WarningGarbageLimit	System.Int32	
GarbagePrefab	8	m_MaxGarbageAccumulation	System.Int32	
GarbagePrefab	9	m_BuildingLevelBalance	System.Single	
GarbagePrefab	10	m_EducationBalance	System.Single	
GarbagePrefab	11	m_HappinessEffectBaseline	System.Int32	The baseline of garbage accumulated amount to affect happiness
GarbagePrefab	12	m_HappinessEffectStep	System.Int32	The step of garbage accumulated amount to affect happiness, e.g. baseline(100)+step(65) = 165 accumulated garbage to have -1 happiness bonus
GarbageTruck	0			
GarbageTruck	1	m_GarbageCapacity	System.Int32	
GarbageTruck	2	m_UnloadRate	System.Int32	
Gate	0			
Gate	1	m_BypassPathPrefab	Game.Prefabs.VerifiedPathPrefab	
GlossaryCategoryPrefab	0			
GlossaryCategoryPrefab	1	m_Icon	System.String	
GlossaryCategoryPrefab	2	m_Dlc	Colossal.PSI.Common.DlcId	
GlossaryCategoryPrefab	3	m_Sections	Game.Prefabs.GlossarySectionPrefab[]	
GlossarySectionPrefab	0			
GlossaryTabPrefab	0			
GlossaryTabPrefab	1	m_Icon	System.String	
GlossaryTabPrefab	2	m_Categories	Game.Prefabs.GlossaryCategoryPrefab[]	
GroundWaterPowered	0			
GroundWaterPowered	1	m_Production	System.Int32	
GroundWaterPowered	2	m_MaximumGroundWater	System.Int32	
GroupAmbience	0			
GroupAmbience	1	m_AmbienceType	Game.Simulation.GroupAmbienceType	
GroupPrefab	0			
GuideLineSettings	0			
GuideLineSettings	1	m_VeryLowPriorityColor	UnityEngine.Color	
GuideLineSettings	2	m_LowPriorityColor	UnityEngine.Color	
GuideLineSettings	3	m_MediumPriorityColor	UnityEngine.Color	
GuideLineSettings	4	m_HighPriorityColor	UnityEngine.Color	
GuideLineSettings	5	m_PositiveFeedbackColor	UnityEngine.Color	
GuideLineSettings	6	m_WaterSourceColors	Game.Prefabs.GuideLineSettings+WaterSourceColor[]	
HangaroundArea	0			
HangaroundArea	1	m_Activities	Game.Prefabs.ActivityType[]	
HappinessFactorParameterPrefab	0			
HappinessFactorParameterPrefab	1	m_BaseLevels	System.Int32[]	
HappinessFactorParameterPrefab	2	m_LockedEntities	Game.Prefabs.PrefabBase[]	
HaveCoordinatedMeeting	0			
HaveCoordinatedMeeting	1	m_Phases	Game.Prefabs.CoordinatedMeetingPhase[]	
HealthcareParametersMode	0			
HealthcareParametersMode	1	m_TransportWarningTime	System.Single	
HealthcareParametersMode	2	m_NoResourceTreatmentPenalty	System.Single	
HealthcareParametersMode	3	m_BuildingDestoryDeathRate	System.Single	
HealthcareParametersMode	4	m_DeathRate	UnityEngine.AnimationCurve	
HealthcareParametersMode	5	m_LegacyDeathRate	UnityEngine.AnimationCurve	
HealthcarePrefab	0			
HealthcarePrefab	1	m_HealthcareServicePrefab	Game.Prefabs.PrefabBase	
HealthcarePrefab	2	m_AmbulanceNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
HealthcarePrefab	3	m_HearseNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
HealthcarePrefab	4	m_FacilityFullNotificationPrefab	Game.Prefabs.NotificationIconPrefab	
HealthcarePrefab	5	m_TransportWarningTime	System.Single	Healthcare transporting notification time in seconds
HealthcarePrefab	6	m_NoResourceTreatmentPenalty	System.Single	
HealthcarePrefab	7	m_BuildingDestoryDeathRate	System.Single	
HealthcarePrefab	8	m_DeathRate	UnityEngine.AnimationCurve	
HealthcarePrefab	9	m_LegacyDeathRate	UnityEngine.AnimationCurve	
HealthEvent	0			
HealthEvent	1	m_RandomTargetType	Game.Prefabs.EventTargetType	
HealthEvent	2	m_HealthEventType	Game.Prefabs.HealthEventType	
HealthEvent	3	m_OccurenceProbability	Colossal.Mathematics.Bounds1	
HealthEvent	4	m_TransportProbability	Colossal.Mathematics.Bounds1	
HealthEvent	5	m_RequireTracking	System.Boolean	
Hearse	0			
Hearse	1	m_CorpseCapacity	System.Int32	
HeatmapInfomodePrefab	0			
HeatmapInfomodePrefab	1	m_Type	Game.Rendering.HeatmapData	
HeatmapInfomodePrefab	2	m_Low	UnityEngine.Color	
HeatmapInfomodePrefab	3	m_Medium	UnityEngine.Color	
HeatmapInfomodePrefab	4	m_High	UnityEngine.Color	
HeatmapInfomodePrefab	5	m_Steps	System.Int32	
HeatmapInfomodePrefab	6	m_LegendType	Game.Prefabs.GradientLegendType	
HeatmapInfomodePrefab	7	m_LowLabelId	System.String	Good, Bad, Low, High, Weak, Strong, Old, Young
HeatmapInfomodePrefab	8	m_MediumLabelId	System.String	
HeatmapInfomodePrefab	9	m_HighLabelId	System.String	Good, Bad, Low, High, Weak, Strong, Old, Young
HeatmapInfomodePrefab	10	m_IncludeInGroups	Game.Prefabs.InfomodeGroupPrefab[]	
HeatmapInfomodePrefab	11	m_Priority	System.Int32	
HeatmapInfomodePrefab	12	editor	System.Boolean	
HelicopterPrefab	0			
HelicopterPrefab	1	m_FlyingMaxSpeed	System.Single	
HelicopterPrefab	2	m_FlyingAcceleration	System.Single	
HelicopterPrefab	3	m_FlyingAngularAcceleration	System.Single	
HelicopterPrefab	4	m_AccelerationSwayFactor	System.Single	
